274368	ucdt	熟鸡肉
934593	ucdt	皮肤：白色独角兽全罩头盔
1204537	ucdt	皮肤：重型突击全罩头盔
1794653	ugdt	Founder's Shotgun
2000996	ucdt	战斗霰弹枪<br>雇佣兵AR-15<br>爱国者AR-15
2293306	ugdt	Parachute
3566505	ucdt	T
4527007	ugdt	Surgical Tubing
4720349	ucdt	毒气手榴弹
5404723	ucdn	ChangeCamera
5421930	ucdt	此包裹包含众多无须钥匙开启的宝箱。包括47个没上锁的地狱宝箱，1个青铜地狱宝箱，1个白银地狱宝箱，以及1个肯定装有等级为<font color="#FFFFD701">极其稀有</font>的物品的黄金地狱宝箱！
6329828	ucdn	OEM_FINISH
7734604	ucdt	敬礼
8059506	ucdt	这把钥匙可打开雇佣兵宝箱。<br><br>[要使用此钥匙，请在帐号物品栏窗口中右键点击配对的宝箱，然后选择打开宝箱。]
9139710	ucdt	AR15开箱器
9175067	ucdn	TogglePerformance
9242148	ugdt	Locker 207
10220348	ucdt	金属罩面式呼吸器
10898477	ucdt	Stairs.Exterior.01.Base.Modular
11285553	ugdt	PickupTruck Motor
11338385	ucdt	设置植被的质量。降低此设置可提高游戏性能，但会影响画面效果。
11535759	ucdt	添加新的信用卡
12593078	ucdt	马德里（欧洲）
12830732	ucdt	第156
12839057	ucdt	狩猎马球衫
13358923	ugdt	Vial of H1Z1 Infected Blood
14500031	ucdt	没上锁的地狱宝箱
14552153	ucdt	乞求
16999457	ucdt	Match Server (US)
17294819	ucdt	皮肤：警用汗衫
17830304	ugdt	Male Hair 4
17904405	ucdt	动作10
18811314	ucdt	菜单编号15；个人即食口粮；美国政府所有；商业转售非法 [补充少量能量]
19297349	ucdt	中国
21780944	ucdt	茶包B
22013416	ucdt	皮肤：狙击兵分层防弹衣
22441232	ucdt	谢菲尔德（欧洲）
23527026	ugdt	Locker 591
23680351	ucdt	史蒂夫的本地服务器
24052747	ucdt	僵尸之王面具
24120964	ucdt	手柄轴向RZ- 
25227965	ucdt	地基
25365256	ugdt	Grown Corn
25726534	ucdt	<font color="#FFDF00">试验型武器零件</font><br><br>此武器零件可以与其他原型零件以及未添加皮肤的枪械组合，从而打造出一把军用级别的试验型武器。升级后的武器会有特殊的附加效果。
26450486	ugdt	Steel Katana
27067565	ugdt	Washing Machine
28302726	ucdt	速度
28352220	ucdt	[[*key*]] 寻找水
28555222	ucdt	褐色吉利服靴子
28871811	ucdt	加邦（欧洲）
29781970	ucdt	循环切换主窗口选项卡
30550758	ucdt	懊恼
30570189	ugdt	Gasser Bladder
30765765	ucdt	第145
30982038	ucdt	第8
30983240	ugdt	Showdown Shirt
32558562	ucdt	第74
32929276	ucdt	此门能安放在大多数庇护所门廊中。[如果不维修，会在两周后瓦解。]
33295072	ucdt	皮肤：鸟形象T恤
33393638	ucdt	此赛事尚未开始<br>日期：
33713954	ucdt	入场费
34380354	ucdt	[[*key*]]拾取[*target*]
35298697	ucdt	狼排
38028419	ucdt	轰炸航路
38316467	ucdt	皮肤：JoshOG皮外套
38445806	ugdt	Yeast Starter
38807292	ucdt	哥本哈根（欧洲）
39822183	ucdt	瞄准鼠标灵敏度
39931042	ucdt	皮肤：蓝色卡车司机帽
41700906	ucdt	这些种子只能种在新犁过的地中。
41990058	ucdt	菜单编号3；个人即食口粮；美国政府所有；商业转售非法 [补充少量能量]
42545000	ucdt	欢快舞蹈
43414728	ucdt	第91
43546748	ucdt	雷克斯（欧洲）
43623280	ucdn	WeaponOptic
44359350	ucdt	闭眼
44666198	ucdt	第121
45550920	ugdt	Industrial Door
45661093	ucdt	束带
45715727	ucdt	割喉
46626365	ucdt	此物品已被重命名。原名："皮肤：黄色花格子方巾"
46788839	ucdt	确定要更改你的地区吗？
47052197	ugdt	Day 23
47602819	ugdt	Event 2
48728756	ucdt	此包裹包含众多无须钥匙开启的宝箱，包括47个没上锁的捕食者宝箱，1个捕食者宝箱，1个白银捕食者宝箱，以及1个一定装有一件等级为<font color="#FFFFD701">极其稀有</font>的物品的黄金捕食者宝箱。
50357699	ugdt	Pink Anarchy Armor
50437192	ucdt	迷彩背心
51390001	ucdt	腰带
51734027	ucdt	50个EZW宝箱包
53260544	ucdt	动作12
54130817	ugdt	Blue Aloha Polo
54840958	ucdt	蓝色Z卡车司机帽<br>黑色大逃杀"爱尔兰风格"T恤<br>黑色大逃杀"干酪"T恤<br>白色大逃杀"干酪"T恤<br>扎染衬衫<br>Abs衬衫
55018743	ugdt	Red and Blue Racing Helmet
55707937	ugdt	Hands Up
56842171	ucdt	斯乔伯格蜜橘 
57162743	ucdt	Nomad 4
57204561	ucdt	蜂蜜
57914990	ucdt	赢取SKULL，购买高级物品！
58000613	ucdt	威斯汀（欧洲）
58544557	ucdt	此包裹包含众多无须钥匙开启的宝箱，包括5个变节者宝箱。
58570267	ucdt	Eastwood站
59645260	ucdt	你听到一段自动录音，要求你提供呼叫空投代码。
60022212	ucdt	皮肤：重型突击防弹衣
60121033	ucdt	门锁
61616784	ucdt	木质长弓
61623255	ucdt	动作04
62351482	ucdt	AU
62467627	ucdt	废布
62508757	ucdt	MEMBER_SALE!
63069096	ucdt	胜利
63311662	ucdt	维京（欧洲）
63581202	ucdt	需要文件1902。
63701743	ucdt	皮卡储存箱
63765634	ugdt	Small Pharmacy Cabinet
64133957	ucdt	在此地基上拆除结构的权限
64550863	ugdt	Scratch and Sniff
64605301	ucdt	减号 -_ 
66004032	ucdt	选择您喜欢的付费方式。
66592689	ucdt	皮肤：燃烧的骷髅头面巾
66927113	ucdt	第111
67050242	ucdt	杜塞尔多夫（欧洲）
67768777	ugdt	Bewear
68020465	ucdt	这会改变你物品栏中的一双坚韧之履的外观。点击右键并选择"套用"。可改变的物品将会被高亮显示。<br><br>获取来源：浪人宝箱
69570303	ugdt	So Hot
69608639	ucdt	这种陷阱会爆炸成一团火球，使目标着火。放置10秒后启动。
69997405	ugdt	ICU Desk
71392840	ucdt	刮完就闻
73693947	ucdt	<font color="#ed1c24">在你的赏金上下注</font>可有机会赢取更多<font color="ffff00">Crown</font>。
74117934	ugdt	Duct Tape
74842779	ucdt	这个储物柜需要钥匙207。
75384539	ucdn	AV.Fire.Stage3.Police
76472228	ucdt	[*slot0*]因为丢失连接退出比赛。
77039854	ucdt	前哨7（欧洲）
77068250	ucdt	神秘宝箱v1.5
77532170	ucdt	<font color="#FFD32CE6">稀有</font>
78040455	ucdt	未知
78122174	ucdn	Server 41
79240333	ucdt	腰包可装备于此，增大你的储存空间。
79555120	ucdt	龙纹高帮帆布鞋
79939986	ucdn	AV.Fire.Dead.Loop.Police
80520346	ugdt	Basic Bandana
80561001	ucdt	体积容量：
81966637	ucdt	完成
82561454	ucdt	皮肤：龙纹AR-15
82622005	ucdt	Test PVP
83667561	ugdt	Lead Alloy
85076692	ucdt	威胁
85618423	ugdt	Tech Fingerless Gloves
86220690	ugdt	AV.Fire.Dead.Loop.Pickup
86610864	ucdt	白银变节者宝箱
86860516	ucdt	比赛结束，失效
88189837	ugdt	Green Army Shirt
88513188	ucdt	这是一件简易防弹衣，能够减少胸部所受到的伤害。
91953766	ucdt	烈焰之箭
91963736	ucdt	摧毁
92064624	ucdt	黄金
92226327	ucdt	灰色摩托车头盔
92395946	ucdt	你正在失血。使用即用绷带、战术急救箱、凝血剂来止血。
92792269	ucdt	重置房间
92858486	ucdt	另一天
93775906	ucdt	嘿，帅哥靓女，留着两件T恤也没有用，撕碎了做成绷带或背包吧。
94219276	ucdt	大逃杀-帕帕岛
95176145	ucdt	显示版本号
95807256	ucdt	男性面部2
96004096	ucdt	如果高级会员资格中断超过一个月，累计的奖励数量将从头开始计算。<br>只有经验、资源和证书点数奖励对所有角色适用。
96411695	ucdt	5号座位
96598675	ucdt	箱子
97072265	ucdt	宽松棕色牛仔裤
97635934	ucdt	Arachnid无指手套
97701229	ucdt	一瓶水
97836807	ucdt	Day of the Dead字母Z
98212807	ucdt	黑暗兔子面具
98243241	ucdt	冰箱上的字条
99302561	ucdn	AV.Fire.Dead.Loop.Police
99400670	ucdt	红色方巾
99464590	ucdt	切换行走
99555485	ucdn	Server 34 Description
99835079	ucdt	[按住E] 搜刮全部
99935256	ugdt	Foundation Expansion
99937676	ucdt	视野设置
99949018	ugdt	Zombie Brute
100371568	ucdt	第97
100758575	ucdt	增值税
101138056	ucdt	蓝色运动鞋
101155585	ucdt	假弹药宝箱
102729477	ucdt	清除
102761566	ucdt	内心深处的杀手（欧洲）
103946992	ucdt	原料
104146089	ucdt	狼尸体
104270161	ucdt	和其他玩家组成二人队伍。组队赢得比赛乐趣多多！
104288724	ucdt	防弹衣
104368518	ucdt	左转
105031098	ucdt	优惠券代码无效。
105485160	ucdt	10个浪人宝箱
105875450	ugdt	Tactical Goggles
106090833	ucdt	没有可用<br>的物品
106357214	ucdt	这个活动还没有开始，你可以加入的活动最多：
107103431	ugdt	Green Camo Armor
108137025	ugdt	.223 Round
109020417	ugdt	Bronze Renegade Crate
110399349	ugdt	AV.Fire.Stage3.Pickup
110662897	ucdt	海森堡（欧洲）
110870399	ucdt	需要威慈的报告
110975787	ucdt	降落伞照明弹
112287014	ucdt	皮肤：绿色数字迷彩头巾
112339687	ucdt	大逃杀服饰宝箱
112892848	ucdt	星期二
113399461	ugdt	Gill Face Bandana
113489217	ugdt	OffRoader Horn
113713386	ucdt	文件1902
113828058	ucdt	你成功挺进到了#%0。祝你下次好运！你的奖励为：
114001265	ucdt	STEAM好友
114573304	ucdt	这会改变你物品栏中的一件物品的外观。点击右键并选择"套用"。可改变的物品将会被高亮显示。<br><br>获取来源：雇佣兵宝箱
114766941	ugdt	Pink Face Bandana
114964230	ucdt	1911
115208955	ucdt	军团
116124999	ugdt	Grey Blue T-Shirt
116311600	ugdt	Explosion 05
116922032	ucdt	灰蓝色背包
117547896	ucdt	被咬了，被咬了，我被咬了。我杀了几十只那种东西，而我现在被咬了。我觉得那只是擦伤而已，不过我还是在做预防措施了。<br><br>我从城里的大医院里找到了一个箱子，里面有一瓶标着H1Z1/a的东西，这东西和其他药物放在一起，所以我要试试我的运气。<br><br>再怎么着也不会比现在更糟了吧，对吧？
118023865	ugdt	Wear.Chest.Shirt.TankTop.37
120074134	ucdt	全速奔往安全区，否则你将人头不保。确保你自己不会在路上被干掉。
120381200	ucdn	AutoJoinSquadKeybind
120644366	ucdt	适合越野车的涡轮增压器
121167181	ucdt	这会改变你物品栏中的一双静默之履的外观。
121841989	ucdt	距离毒气进入时间：
121859372	ucdt	皮肤：白色大逃杀T恤
121899531	ugdt	Sniff
121942524	ucdt	黄铜眼罩
123023448	ucdt	大逃杀-上锁的橱柜
123884643	ucdt	布
124001550	ucdt	你必须靠近一台远程无线电机来使用此代码。
124026330	ucdt	添加新物品命令出错。请稍后再试。
124483940	ucdn	DeployKeybind
128621634	ucdt	排名#
128897300	ucdt	选择DB数量
129565065	ugdt	Headshot Xp Bar
129593611	ugdt	Black Cap
129766395	ugdt	Bullseye Goggles
129863213	ucdt	皮肤：阳极化处理的AR15
130110220	ucdt	食物
130977210	ucdt	上周得分
132768010	ucdt	一小瓶从H1Z1感染者身上提取的血液
132920107	ucdt	个人排名
133257773	ucdt	病毒可通过接触被感染者的血液轻易传染。
133460603	ucdt	皮肤：红色大逃杀卡车司机帽
135164033	ucdt	扫射准确度
135229158	ucdt	R380
135400118	ucdt	动作
135871202	ugdt	Box of .45 Ammunition
136630045	ucdt	2. DB数量
136852953	ucdt	大逃杀输家绑腿
136863318	ugdt	<font color="#FFDF00">Nagafen's Rage</font>
137217272	ucdt	挥手召唤
137616151	ucdt	继续
138330402	ucdt	影响内部建筑之前必须摧毁基地大门。
139553192	ugdt	Hugz Needed Scrubs Pants
139794993	ucdt	灰色T恤
140735749	ugdt	Corn Mash
140904853	ucdt	只要有所需的部件，这根钥匙能发动任何引擎。
141697144	ucdt	反斜线 \|
141726748	ugdt	The Medic
141906569	ucdt	Foundation.01.Base.Modular
142608039	ucdt	你确定要重置按键设置吗？
142890472	ucdt	取消放置。
143128299	ucdt	用于...
143128666	ugdt	Woodland Ghillie Suit Leggings
145155665	ucdt	这把钥匙可打开变节者宝箱。<br><br>[要使用此钥匙，请在帐号物品栏窗口中右键点击配对的宝箱，然后选择打开宝箱。]
145633663	ucdt	网络连接质量有所改善，你的武器现在恢复正常。
145838122	ugdt	Maintenance Toolbox
145972432	ucdt	战术风镜
146149110	ugdt	Blue Flower Shemagh
146636415	ucdt	设置赏金
146831328	ucdt	重点句（欧洲）
147020283	ucdt	经典温度计
147166212	ucdt	皮肤：红黑无指手套
147293585	ucdt	第189
148162214	ucdt	鼠标右键
148340644	ugdt	Aviator Cap
150409474	ucdt	建筑所有权
150646448	ucdt	管道
150757020	ucdt	你的免疫系统增强不少。<br><br>[帮助你的身体抵抗H1Z1病毒感染]
151010463	ucdt	升级到超级物品包
151034250	ugdt	Battle Royale Crown
151251409	ucdt	Oyayubi（左边）
151463214	ucdt	Bright Hills开发区
151614593	ugdt	Orange Backpack
152145453	ucdt	皮肤：迷彩方巾
152239850	ugdt	Black Unicorn Full Helmet
153845008	ucdt	十字眼罩
153933867	ugdt	Ethanol
154424248	ucdt	皮肤：Kitsune全罩头盔
154493380	ugdt	Blue Face Bandana
155128710	ucdt	金属棚只能安置在地基上。[如果不维修，会在两周后瓦解。]
155395845	ucdt	皮肤：重型突击马球衫
155619621	ucdt	季前赛杀敌数
155719102	ucdt	踢
156722162	ucdt	[说]
157221571	ucdt	这会改变你物品栏中的一件手部装备的外观。
158688537	ucdt	如果要举报作弊者，请瞄准并点击"指出并举报"按键。（默认Ctrl+R）
158998458	ucdt	感冒
159349888	ucdt	第77
159838126	ucdt	SeaNanners滑雪面具
160357456	ucdt	皮肤：蓝绿色鳞片绑腿
160704446	ucdt	合成是King of the Kill中的一个重要元素。<br> <br>在合成标签页上使用配方，即可制作出有用的物品。<br> <br>点击一个配方，可查看它所需要的原料。<br> <br>原料区还会显示每种原料在你物品栏里的数量。<br> <br>合成好的物品会出现在你的物品栏里。如果空间不够，它会掉在地上。
160986480	ucdt	冠军竞技场
161103937	ucdt	稍后开启
161288502	ucdt	在进入或离开车辆，或者更换位置之后，你无法立刻开火射击。
161697272	ucdn	Wear.Eyes.EyePatch.Standard.134
162843794	ucdt	第192
163759827	ucdt	此物品已被重命名。原名："皮肤：绿色吉利服方巾"
163915906	ugdt	Lookout Tower
164324090	ucdt	非常冷
164844181	ucdt	基什尼奥夫（欧洲）
165326490	ucdt	马赛（欧洲）
165389235	ucdt	Login World 01 (US)
165967655	ucdt	F2
166959130	ucdt	神秘宝箱v1
167128395	ugdt	Mask of the Blue Bunny
167357172	ucdt	黑森林（欧洲）
167705451	ucdt	皮肤：空投券T恤
169144220	ucdt	阿姆斯特丹（欧洲）
170346991	ucdt	42 天之后
170702682	ucdt	地狱12GA泵动式霰弹枪
171347565	ucdt	宝箱
171634504	ucdt	霍巴特
172202462	ugdt	Sniper Fingerless Gloves
173170547	ugdt	Confused
173671276	ucdt	突围
174673712	ucdt	血腥冰川（欧洲）
174693400	ucdt	H1Z1服饰宝箱
174926720	ugdt	A Box of Medicines
175092410	ugdt	Tan Gloves
178171851	ucdt	鸟炮
178403921	ucdt	冥府
178949426	ucdt	一个手指来回摆动
179077128	ucdt	皮肤：OPscT T恤
179833663	ucdn	HudSquadOwner
179894207	ucdt	你因丢失连接而死。
181477806	ucdt	比赛开始了！
181823778	ugdt	Hugz Needed Scrubs Shirt
182416997	ucdt	小键盘Enter
182782102	ucdt	Lirik T恤
183087717	ucdt	确定要花费%1%2购买%0吗？
